회차,세트번호,예측번호,당첨번호,일치개수,일치번호,등수
5,4,1 3 4 24 25 35,16 24 29 40 41 42 +3,1,24,0
5,5,12 18 22 32 41 43,16 24 29 40 41 42 +3,1,41,0
5,6,4 22 25 32 34 43,16 24 29 40 41 42 +3,0,,0
5,7,9 18 25 32 40 45,16 24 29 40 41 42 +3,1,40,0
5,8,2 7 19 30 34 42,16 24 29 40 41 42 +3,1,42,0
5,9,5 10 15 22 31 42,16 24 29 40 41 42 +3,1,42,0
5,10,24 30 33 34 38 42,16 24 29 40 41 42 +3,2,24 42,0
6,1,8 22 24 33 35 42,14 15 26 27 40 42 +34,1,42,0
6,2,3 6 27 29 40 44,14 15 26 27 40 42 +34,2,27 40,0
6,3,2 9 17 26 27 36,14 15 26 27 40 42 +34,2,26 27,0
6,4,9 10 24 36 43 45,14 15 26 27 40 42 +34,0,,0
6,5,9 18 21 25 28 38,14 15 26 27 40 42 +34,0,,0
6,6,1 7 18 21 23 25,14 15 26 27 40 42 +34,0,,0
6,7,18 22 26 30 38 44,14 15 26 27 40 42 +34,1,26,0
6,8,3 10 17 24 43 45,14 15 26 27 40 42 +34,0,,0
6,9,4 11 14 20 25 28,14 15 26 27 40 42 +34,1,14,0
6,10,6 12 20 25 33 38,14 15 26 27 40 42 +34,0,,0
7,1,3 10 13 20 33 41,2 9 16 25 26 40 +42,0,,0
7,2,10 25 30 31 38 42,2 9 16 25 26 40 +42,1,25,0
7,3,5 8 18 26 34 45,2 9 16 25 26 40 +42,1,26,0
7,4,7 24 34 35 38 39,2 9 16 25 26 40 +42,0,,0
7,5,6 7 17 33 37 40,2 9 16 25 26 40 +42,1,40,0
7,6,16 23 27 30 32 41,2 9 16 25 26 40 +42,1,16,0
7,7,2 3 9 13 19 27,2 9 16 25 26 40 +42,2,2 9,0
7,8,10 14 26 31 38 44,2 9 16 25 26 40 +42,1,26,0
7,9,2 10 17 18 40 45,2 9 16 25 26 40 +42,2,2 40,0
7,10,11 19 26 32 35 45,2 9 16 25 26 40 +42,1,26,0
8,1,4 7 12 28 39 42,8 19 25 34 37 39 +9,1,39,0
8,2,4 9 10 14 32 41,8 19 25 34 37 39 +9,0,,0
8,3,29 32 35 36 39 43,8 19 25 34 37 39 +9,1,39,0
8,4,17 22 23 25 35 39,8 19 25 34 37 39 +9,2,25 39,0
8,5,3 7 15 18 34 39,8 19 25 34 37 39 +9,2,34 39,0
8,6,1 14 21 25 30 45,8 19 25 34 37 39 +9,1,25,0
8,7,9 11 12 22 32 39,8 19 25 34 37 39 +9,1,39,0
8,8,12 13 24 31 32 45,8 19 25 34 37 39 +9,0,,0
8,9,7 12 17 22 24 27,8 19 25 34 37 39 +9,0,,0
8,10,16 20 22 23 28 32,8 19 25 34 37 39 +9,0,,0
9,1,3 9 12 19 40 41,2 4 16 17 36 39 +14,0,,0
9,2,5 12 17 19 25 38,2 4 16 17 36 39 +14,1,17,0
9,3,4 23 28 29 39 42,2 4 16 17 36 39 +14,2,4 39,0
9,4,6 7 12 14 30 37,2 4 16 17 36 39 +14,0,,0
9,5,8 9 10 11 16 21,2 4 16 17 36 39 +14,1,16,0
9,6,7 9 15 20 23 31,2 4 16 17 36 39 +14,0,,0
9,7,4 18 21 26 29 34,2 4 16 17 36 39 +14,1,4,0
9,8,14 25 33 34 39 45,2 4 16 17 36 39 +14,1,39,0
9,9,6 15 19 26 30 34,2 4 16 17 36 39 +14,0,,0
9,10,1 9 13 16 26 40,2 4 16 17 36 39 +14,1,16,0
10,1,10 22 23 31 36 45,9 25 30 33 41 44 +6,0,,0
10,2,12 17 21 35 37 42,9 25 30 33 41 44 +6,0,,0
10,3,6 8 17 25 26 36,9 25 30 33 41 44 +6,1,25,0
10,4,2 4 6 21 31 44,9 25 30 33 41 44 +6,1,44,0
10,5,4 13 27 38 44 45,9 25 30 33 41 44 +6,1,44,0
10,6,8 10 16 23 30 42,9 25 30 33 41 44 +6,1,30,0
10,7,8 20 32 35 40 44,9 25 30 33 41 44 +6,1,44,0
10,8,2 7 16 32 33 41,9 25 30 33 41 44 +6,2,33 41,0
10,9,3 21 23 26 31 41,9 25 30 33 41 44 +6,1,41,0
10,10,3 11 15 20 23 36,9 25 30 33 41 44 +6,0,,0
11,1,3 4 7 19 20 23,1 7 36 37 41 42 +14,1,7,0
11,2,17 19 23 28 30 36,1 7 36 37 41 42 +14,1,36,0
11,3,9 14 20 25 28 37,1 7 36 37 41 42 +14,1,37,0
11,4,7 8 9 19 41 45,1 7 36 37 41 42 +14,2,7 41,0
11,5,8 16 18 24 41 43,1 7 36 37 41 42 +14,1,41,0
11,6,3 7 18 21 30 41,1 7 36 37 41 42 +14,2,7 41,0
11,7,1 8 11 29 32 41,1 7 36 37 41 42 +14,2,1 41,0
11,8,3 7 22 28 36 44,1 7 36 37 41 42 +14,2,7 36,0
11,9,4 10 17 30 32 42,1 7 36 37 41 42 +14,1,42,0
11,10,2 4 17 18 43 45,1 7 36 37 41 42 +14,0,,0
12,1,16 18 20 21 32 44,2 11 21 25 39 45 +44,1,21,0
12,2,8 17 22 23 28 38,2 11 21 25 39 45 +44,0,,0
12,3,16 19 26 27 41 44,2 11 21 25 39 45 +44,0,,0
12,4,2 12 13 17 38 39,2 11 21 25 39 45 +44,2,2 39,0
12,5,6 13 14 15 20 33,2 11 21 25 39 45 +44,0,,0
12,6,13 18 21 24 35 45,2 11 21 25 39 45 +44,2,21 45,0
12,7,5 15 16 28 35 44,2 11 21 25 39 45 +44,0,,0
12,8,7 14 18 23 25 43,2 11 21 25 39 45 +44,1,25,0
12,9,1 17 19 20 35 42,2 11 21 25 39 45 +44,0,,0
12,10,1 6 15 23 33 37,2 11 21 25 39 45 +44,0,,0
13,1,1 2 26 28 42 43,22 23 25 37 38 42 +26,1,42,0
13,2,9 11 19 30 34 41,22 23 25 37 38 42 +26,0,,0
13,3,4 14 26 33 34 42,22 23 25 37 38 42 +26,1,42,0
13,4,9 14 15 35 36 38,22 23 25 37 38 42 +26,1,38,0
13,5,18 24 26 29 38 39,22 23 25 37 38 42 +26,1,38,0
13,6,2 8 10 32 33 40,22 23 25 37 38 42 +26,0,,0
13,7,22 30 38 40 41 44,22 23 25 37 38 42 +26,2,22 38,0
13,8,7 26 28 29 36 42,22 23 25 37 38 42 +26,1,42,0
13,9,3 13 14 33 38 41,22 23 25 37 38 42 +26,1,38,0
13,10,17 18 22 29 42 43,22 23 25 37 38 42 +26,2,22 42,0
14,1,4 15 19 28 30 42,2 6 12 31 33 40 +15,0,,0
14,2,14 20 21 27 35 44,2 6 12 31 33 40 +15,0,,0
14,3,5 10 30 36 39 43,2 6 12 31 33 40 +15,0,,0
14,4,11 20 22 23 29 34,2 6 12 31 33 40 +15,0,,0
14,5,12 13 14 17 32 38,2 6 12 31 33 40 +15,1,12,0
14,6,6 8 19 26 28 34,2 6 12 31 33 40 +15,1,6,0
14,7,3 5 7 22 35 44,2 6 12 31 33 40 +15,0,,0
14,8,1 23 26 27 30 42,2 6 12 31 33 40 +15,0,,0
14,9,7 11 14 20 24 40,2 6 12 31 33 40 +15,1,40,0
14,10,1 4 23 26 39 45,2 6 12 31 33 40 +15,0,,0
15,1,5 9 14 26 30 35,3 4 16 30 31 37 +13,1,30,0
15,2,8 13 15 25 29 31,3 4 16 30 31 37 +13,1,31,0
15,3,18 21 23 26 42 43,3 4 16 30 31 37 +13,0,,0
15,4,1 9 15 16 22 40,3 4 16 30 31 37 +13,1,16,0
15,5,8 16 22 24 37 44,3 4 16 30 31 37 +13,2,16 37,0
15,6,2 3 26 30 32 37,3 4 16 30 31 37 +13,3,3 30 37,5
15,7,9 12 17 20 22 41,3 4 16 30 31 37 +13,0,,0
15,8,3 5 13 18 21 25,3 4 16 30 31 37 +13,1,3,0
15,9,5 7 18 20 33 35,3 4 16 30 31 37 +13,0,,0
15,10,4 6 27 39 41 44,3 4 16 30 31 37 +13,1,4,0
16,1,2 22 24 25 31 41,6 7 24 37 38 40 +33,1,24,0
16,2,3 10 12 20 21 42,6 7 24 37 38 40 +33,0,,0
16,3,1 19 20 22 35 40,6 7 24 37 38 40 +33,1,40,0
16,4,4 5 10 27 33 35,6 7 24 37 38 40 +33,0,,0
16,5,6 24 30 33 38 43,6 7 24 37 38 40 +33,3,6 24 38,5
16,6,11 16 27 35 36 42,6 7 24 37 38 40 +33,0,,0
16,7,10 29 32 37 44 45,6 7 24 37 38 40 +33,1,37,0
16,8,4 10 11 17 18 30,6 7 24 37 38 40 +33,0,,0
16,9,4 8 16 24 25 27,6 7 24 37 38 40 +33,1,24,0
16,10,4 7 14 15 26 33,6 7 24 37 38 40 +33,1,7,0
17,1,2 3 6 12 22 31,3 4 9 17 32 37 +1,1,3,0
17,2,8 10 18 19 29 44,3 4 9 17 32 37 +1,0,,0
17,3,15 17 24 30 32 33,3 4 9 17 32 37 +1,2,17 32,0
17,4,2 4 13 38 40 41,3 4 9 17 32 37 +1,1,4,0
17,5,3 11 27 29 39 40,3 4 9 17 32 37 +1,1,3,0
17,6,12 18 23 37 39 42,3 4 9 17 32 37 +1,1,37,0
17,7,2 7 13 17 18 34,3 4 9 17 32 37 +1,1,17,0
17,8,16 18 19 22 32 39,3 4 9 17 32 37 +1,1,32,0
17,9,3 18 37 39 42 45,3 4 9 17 32 37 +1,2,3 37,0
17,10,13 25 31 36 37 38,3 4 9 17 32 37 +1,1,37,0
18,1,12 14 16 17 26 34,3 12 13 19 32 35 +29,1,12,0
18,2,6 14 19 20 41 45,3 12 13 19 32 35 +29,1,19,0
18,3,18 20 22 29 39 44,3 12 13 19 32 35 +29,0,,0
18,4,10 12 17 21 31 32,3 12 13 19 32 35 +29,2,12 32,0
18,5,4 5 6 11 29 40,3 12 13 19 32 35 +29,0,,0
18,6,11 14 24 31 32 42,3 12 13 19 32 35 +29,1,32,0
18,7,1 14 24 27 31 35,3 12 13 19 32 35 +29,1,35,0
18,8,16 20 30 32 37 38,3 12 13 19 32 35 +29,1,32,0
18,9,9 15 27 39 42 44,3 12 13 19 32 35 +29,0,,0
18,10,8 16 26 30 31 38,3 12 13 19 32 35 +29,0,,0
19,1,2 5 11 18 32 41,6 30 38 39 40 43 +26,0,,0
19,2,11 19 21 28 29 45,6 30 38 39 40 43 +26,0,,0
19,3,5 15 27 31 38 39,6 30 38 39 40 43 +26,2,38 39,0
19,4,2 8 19 24 40 43,6 30 38 39 40 43 +26,2,40 43,0
19,5,15 28 33 37 40 41,6 30 38 39 40 43 +26,1,40,0
19,6,3 10 14 33 36 45,6 30 38 39 40 43 +26,0,,0
19,7,2 5 8 14 16 37,6 30 38 39 40 43 +26,0,,0
19,8,10 24 27 28 34 39,6 30 38 39 40 43 +26,1,39,0
19,9,14 15 26 27 35 36,6 30 38 39 40 43 +26,0,,0
19,10,16 21 34 42 43 44,6 30 38 39 40 43 +26,1,43,0
20,1,13 20 25 28 32 36,10 14 18 20 23 30 +41,1,20,0
20,2,10 16 19 30 35 36,10 14 18 20 23 30 +41,2,10 30,0
20,3,7 12 17 33 35 44,10 14 18 20 23 30 +41,0,,0
20,4,4 8 15 17 40 44,10 14 18 20 23 30 +41,0,,0
20,5,1 15 23 31 32 36,10 14 18 20 23 30 +41,1,23,0
20,6,15 19 21 34 37 42,10 14 18 20 23 30 +41,0,,0
20,7,2 7 8 20 26 32,10 14 18 20 23 30 +41,1,20,0
20,8,8 11 16 21 33 40,10 14 18 20 23 30 +41,0,,0
20,9,4 7 11 27 31 44,10 14 18 20 23 30 +41,0,,0
20,10,24 25 26 31 36 37,10 14 18 20 23 30 +41,0,,0
21,1,7 15 21 24 33 40,6 12 17 18 31 32 +21,0,,0
21,2,2 5 17 24 27 45,6 12 17 18 31 32 +21,1,17,0
21,3,4 8 25 38 43 44,6 12 17 18 31 32 +21,0,,0
21,4,4 12 32 34 42 45,6 12 17 18 31 32 +21,2,12 32,0
21,5,5 16 24 26 32 39,6 12 17 18 31 32 +21,1,32,0
21,6,6 14 17 20 42 43,6 12 17 18 31 32 +21,2,6 17,0
21,7,13 25 36 38 42 44,6 12 17 18 31 32 +21,0,,0
21,8,5 12 21 23 25 29,6 12 17 18 31 32 +21,1,12,0
21,9,14 17 31 36 41 42,6 12 17 18 31 32 +21,2,17 31,0
21,10,2 18 25 26 39 45,6 12 17 18 31 32 +21,1,18,0
22,1,3 4 28 34 37 39,4 5 6 8 17 39 +25,2,4 39,0
22,2,10 21 32 33 37 38,4 5 6 8 17 39 +25,0,,0
22,3,1 9 11 17 20 21,4 5 6 8 17 39 +25,1,17,0
22,4,3 6 15 17 22 24,4 5 6 8 17 39 +25,2,6 17,0
22,5,8 10 21 24 27 41,4 5 6 8 17 39 +25,1,8,0
22,6,2 6 8 16 26 28,4 5 6 8 17 39 +25,2,6 8,0
22,7,4 14 15 22 39 41,4 5 6 8 17 39 +25,2,4 39,0
22,8,15 28 36 38 42 44,4 5 6 8 17 39 +25,0,,0
22,9,2 10 11 20 22 43,4 5 6 8 17 39 +25,0,,0
22,10,2 4 17 21 30 45,4 5 6 8 17 39 +25,2,4 17,0
23,1,4 7 35 40 41 42,5 13 17 18 33 42 +44,1,42,0
23,2,19 24 26 36 40 43,5 13 17 18 33 42 +44,0,,0
23,3,9 29 32 35 37 38,5 13 17 18 33 42 +44,0,,0
23,4,8 20 21 35 40 45,5 13 17 18 33 42 +44,0,,0
23,5,5 7 16 24 25 39,5 13 17 18 33 42 +44,1,5,0
23,6,10 15 18 20 32 38,5 13 17 18 33 42 +44,1,18,0
23,7,4 15 23 24 31 45,5 13 17 18 33 42 +44,0,,0
23,8,5 10 14 15 20 41,5 13 17 18 33 42 +44,1,5,0
23,9,12 19 22 34 42 45,5 13 17 18 33 42 +44,1,42,0
23,10,13 33 35 40 44 45,5 13 17 18 33 42 +44,2,13 33,0
24,1,18 24 26 28 40 45,7 8 27 29 36 43 +6,0,,0
24,2,4 25 27 30 32 43,7 8 27 29 36 43 +6,2,27 43,0
24,3,26 27 31 35 39 41,7 8 27 29 36 43 +6,1,27,0
24,4,2 15 29 41 44 45,7 8 27 29 36 43 +6,1,29,0
24,5,2 9 33 38 42 45,7 8 27 29 36 43 +6,0,,0
24,6,5 8 10 19 33 43,7 8 27 29 36 43 +6,2,8 43,0
24,7,4 5 11 34 36 42,7 8 27 29 36 43 +6,1,36,0
24,8,14 29 30 35 41 45,7 8 27 29 36 43 +6,1,29,0
24,9,8 18 21 41 43 44,7 8 27 29 36 43 +6,2,8 43,0
24,10,2 18 22 28 36 38,7 8 27 29 36 43 +6,1,36,0
25,1,2 4 5 7 17 20,2 4 21 26 43 44 +16,2,2 4,0
25,2,19 22 31 38 41 42,2 4 21 26 43 44 +16,0,,0
25,3,7 18 31 32 38 44,2 4 21 26 43 44 +16,1,44,0
25,4,10 11 19 31 41 42,2 4 21 26 43 44 +16,0,,0
25,5,6 9 14 18 25 35,2 4 21 26 43 44 +16,0,,0
25,6,3 6 7 9 31 43,2 4 21 26 43 44 +16,1,43,0
25,7,1 8 21 35 36 40,2 4 21 26 43 44 +16,1,21,0
25,8,10 16 17 22 27 44,2 4 21 26 43 44 +16,1,44,0
25,9,15 17 18 20 34 38,2 4 21 26 43 44 +16,0,,0
25,10,1 5 6 23 26 44,2 4 21 26 43 44 +16,2,26 44,0
26,1,4 14 28 32 33 34,4 5 7 18 20 25 +31,1,4,0
26,2,6 9 15 34 35 38,4 5 7 18 20 25 +31,0,,0
26,3,18 20 28 29 38 42,4 5 7 18 20 25 +31,2,18 20,0
26,4,9 23 25 30 44 45,4 5 7 18 20 25 +31,1,25,0
26,5,1 13 19 27 34 41,4 5 7 18 20 25 +31,0,,0
26,6,25 26 32 34 36 41,4 5 7 18 20 25 +31,1,25,0
26,7,2 11 14 17 29 36,4 5 7 18 20 25 +31,0,,0
26,8,5 12 13 15 28 40,4 5 7 18 20 25 +31,1,5,0
26,9,1 4 13 29 31 32,4 5 7 18 20 25 +31,1,4,0
26,10,11 22 24 25 26 35,4 5 7 18 20 25 +31,1,25,0
27,1,14 22 23 27 34 45,1 20 26 28 37 43 +27,0,,0
27,2,20 27 32 36 37 39,1 20 26 28 37 43 +27,2,20 37,0
27,3,1 5 19 27 31 36,1 20 26 28 37 43 +27,1,1,0
27,4,7 9 10 16 32 38,1 20 26 28 37 43 +27,0,,0
27,5,2 7 9 23 27 29,1 20 26 28 37 43 +27,0,,0
27,6,5 8 13 21 28 38,1 20 26 28 37 43 +27,1,28,0
27,7,11 15 16 30 31 37,1 20 26 28 37 43 +27,1,37,0
27,8,2 19 30 37 38 42,1 20 26 28 37 43 +27,1,37,0
27,9,17 24 32 33 42 45,1 20 26 28 37 43 +27,0,,0
27,10,15 16 18 30 34 45,1 20 26 28 37 43 +27,0,,0
28,1,6 13 22 23 37 39,9 18 23 25 35 37 +1,2,23 37,0
28,2,5 9 13 15 19 29,9 18 23 25 35 37 +1,1,9,0
28,3,6 8 12 17 32 41,9 18 23 25 35 37 +1,0,,0
28,4,10 26 29 31 35 37,9 18 23 25 35 37 +1,2,35 37,0
28,5,2 6 19 24 36 39,9 18 23 25 35 37 +1,0,,0
28,6,2 14 17 23 25 44,9 18 23 25 35 37 +1,2,23 25,0
28,7,8 11 13 23 31 43,9 18 23 25 35 37 +1,1,23,0
28,8,6 16 18 28 36 38,9 18 23 25 35 37 +1,1,18,0
28,9,2 6 11 26 34 41,9 18 23 25 35 37 +1,0,,0
28,10,3 5 12 15 21 35,9 18 23 25 35 37 +1,1,35,0
29,1,1 13 22 28 31 38,1 5 13 34 39 40 +11,2,1 13,0
29,2,7 20 25 33 37 43,1 5 13 34 39 40 +11,0,,0
29,3,20 22 26 31 36 41,1 5 13 34 39 40 +11,0,,0
29,4,9 14 29 30 35 44,1 5 13 34 39 40 +11,0,,0
29,5,21 23 26 27 31 35,1 5 13 34 39 40 +11,0,,0
29,6,12 13 15 24 29 45,1 5 13 34 39 40 +11,1,13,0
29,7,2 4 26 29 37 44,1 5 13 34 39 40 +11,0,,0
29,8,6 10 22 28 30 42,1 5 13 34 39 40 +11,0,,0
29,9,5 15 37 38 39 44,1 5 13 34 39 40 +11,2,5 39,0
29,10,9 17 30 31 37 39,1 5 13 34 39 40 +11,1,39,0
30,1,6 16 29 31 35 44,8 17 20 35 36 44 +4,2,35 44,0
30,2,3 4 7 30 41 43,8 17 20 35 36 44 +4,0,,0
30,3,3 6 7 11 30 31,8 17 20 35 36 44 +4,0,,0
30,4,5 25 26 32 36 40,8 17 20 35 36 44 +4,1,36,0
30,5,4 5 10 14 27 45,8 17 20 35 36 44 +4,0,,0
30,6,3 6 17 24 25 43,8 17 20 35 36 44 +4,1,17,0
30,7,9 11 12 24 25 27,8 17 20 35 36 44 +4,0,,0
30,8,5 9 13 15 24 36,8 17 20 35 36 44 +4,1,36,0
30,9,6 8 15 30 31 35,8 17 20 35 36 44 +4,2,8 35,0
30,10,3 9 11 14 27 40,8 17 20 35 36 44 +4,0,,0
31,1,13 14 15 22 27 34,7 9 18 23 28 35 +32,0,,0
31,2,2 8 16 18 22 33,7 9 18 23 28 35 +32,1,18,0
31,3,3 5 12 16 38 43,7 9 18 23 28 35 +32,0,,0
31,4,8 29 40 41 42 43,7 9 18 23 28 35 +32,0,,0
31,5,10 18 24 28 30 45,7 9 18 23 28 35 +32,2,18 28,0
31,6,4 8 18 23 29 45,7 9 18 23 28 35 +32,2,18 23,0
31,7,6 10 12 27 33 45,7 9 18 23 28 35 +32,0,,0
31,8,3 13 15 20 26 43,7 9 18 23 28 35 +32,0,,0
31,9,11 17 27 35 38 44,7 9 18 23 28 35 +32,1,35,0
31,10,16 26 31 39 41 45,7 9 18 23 28 35 +32,0,,0
32,1,23 36 39 42 43 45,6 14 19 25 34 44 +11,0,,0
32,2,15 17 19 34 41 45,6 14 19 25 34 44 +11,2,19 34,0
32,3,5 21 26 40 43 44,6 14 19 25 34 44 +11,1,44,0
32,4,11 22 23 31 34 41,6 14 19 25 34 44 +11,1,34,0
32,5,13 16 35 36 40 44,6 14 19 25 34 44 +11,1,44,0
32,6,1 2 19 20 33 42,6 14 19 25 34 44 +11,1,19,0
32,7,4 17 23 30 37 44,6 14 19 25 34 44 +11,1,44,0
32,8,18 23 35 38 44 45,6 14 19 25 34 44 +11,1,44,0
32,9,5 18 30 31 39 40,6 14 19 25 34 44 +11,0,,0
32,10,4 25 26 29 39 41,6 14 19 25 34 44 +11,1,25,0
33,1,3 8 18 32 36 44,4 7 32 33 40 41 +9,1,32,0
33,2,9 14 17 19 33 36,4 7 32 33 40 41 +9,1,33,0
33,3,15 25 27 30 42 45,4 7 32 33 40 41 +9,0,,0
33,4,10 25 36 40 42 45,4 7 32 33 40 41 +9,1,40,0
33,5,2 12 17 24 25 30,4 7 32 33 40 41 +9,0,,0
33,6,3 6 16 22 37 39,4 7 32 33 40 41 +9,0,,0
33,7,5 22 27 28 29 32,4 7 32 33 40 41 +9,1,32,0
33,8,4 25 26 34 37 40,4 7 32 33 40 41 +9,2,4 40,0
33,9,3 9 29 33 36 44,4 7 32 33 40 41 +9,1,33,0
33,10,2 17 25 34 43 45,4 7 32 33 40 41 +9,0,,0
34,1,11 12 24 28 34 45,9 26 35 37 40 42 +2,0,,0
34,2,14 19 20 37 42 45,9 26 35 37 40 42 +2,2,37 42,0
34,3,10 13 27 33 41 43,9 26 35 37 40 42 +2,0,,0
34,4,8 17 18 32 33 45,9 26 35 37 40 42 +2,0,,0
34,5,5 19 29 34 38 40,9 26 35 37 40 42 +2,1,40,0
34,6,9 10 18 30 38 39,9 26 35 37 40 42 +2,1,9,0
34,7,1 4 5 13 25 39,9 26 35 37 40 42 +2,0,,0
34,8,17 19 29 30 31 41,9 26 35 37 40 42 +2,0,,0
34,9,5 11 25 29 30 41,9 26 35 37 40 42 +2,0,,0
34,10,1 20 23 36 37 44,9 26 35 37 40 42 +2,1,37,0
35,1,9 29 37 38 43 45,2 3 11 26 37 43 +39,2,37 43,0
35,2,6 12 20 23 25 35,2 3 11 26 37 43 +39,0,,0
35,3,3 17 20 22 29 35,2 3 11 26 37 43 +39,1,3,0
35,4,4 16 20 29 36 39,2 3 11 26 37 43 +39,0,,0
35,5,1 16 25 26 38 45,2 3 11 26 37 43 +39,1,26,0
35,6,24 30 37 38 42 43,2 3 11 26 37 43 +39,2,37 43,0
35,7,2 23 32 34 36 41,2 3 11 26 37 43 +39,1,2,0
35,8,2 6 23 27 30 39,2 3 11 26 37 43 +39,1,2,0
35,9,4 12 13 20 25 39,2 3 11 26 37 43 +39,0,,0
35,10,2 5 23 29 32 45,2 3 11 26 37 43 +39,1,2,0
36,1,4 21 24 32 34 43,1 10 23 26 28 40 +31,0,,0
36,2,6 15 16 20 27 38,1 10 23 26 28 40 +31,0,,0
36,3,13 15 17 21 25 38,1 10 23 26 28 40 +31,0,,0
36,4,8 10 26 27 36 40,1 10 23 26 28 40 +31,3,10 26 40,5
36,5,1 29 36 38 39 42,1 10 23 26 28 40 +31,1,1,0
36,6,3 6 14 23 26 37,1 10 23 26 28 40 +31,2,23 26,0
36,7,8 12 22 23 37 43,1 10 23 26 28 40 +31,1,23,0
36,8,1 11 21 22 28 35,1 10 23 26 28 40 +31,2,1 28,0
36,9,8 9 17 18 24 39,1 10 23 26 28 40 +31,0,,0
36,10,6 10 13 19 30 31,1 10 23 26 28 40 +31,1,10,0
37,1,4 6 9 25 36 40,7 27 30 33 35 37 +42,0,,0
37,2,1 3 12 18 29 43,7 27 30 33 35 37 +42,0,,0
37,3,8 18 26 31 40 44,7 27 30 33 35 37 +42,0,,0
37,4,8 13 23 36 39 42,7 27 30 33 35 37 +42,0,,0
37,5,12 20 30 39 43 44,7 27 30 33 35 37 +42,1,30,0
37,6,7 14 22 31 33 45,7 27 30 33 35 37 +42,2,7 33,0
37,7,1 3 30 31 39 44,7 27 30 33 35 37 +42,1,30,0
37,8,9 18 20 32 33 45,7 27 30 33 35 37 +42,1,33,0
37,9,6 23 27 29 41 45,7 27 30 33 35 37 +42,1,27,0
37,10,5 7 9 17 30 34,7 27 30 33 35 37 +42,2,7 30,0
38,1,12 21 28 33 40 43,16 17 22 30 37 43 +36,1,43,0
38,2,9 16 32 34 39 40,16 17 22 30 37 43 +36,1,16,0
38,3,1 5 9 12 20 35,16 17 22 30 37 43 +36,0,,0
38,4,6 10 21 23 31 37,16 17 22 30 37 43 +36,1,37,0
38,5,13 17 21 24 28 39,16 17 22 30 37 43 +36,1,17,0
38,6,12 14 30 39 41 45,16 17 22 30 37 43 +36,1,30,0
38,7,11 14 16 22 25 33,16 17 22 30 37 43 +36,2,16 22,0
38,8,7 10 15 20 28 35,16 17 22 30 37 43 +36,0,,0
38,9,5 7 12 16 21 44,16 17 22 30 37 43 +36,1,16,0
38,10,8 22 29 35 37 42,16 17 22 30 37 43 +36,2,22 37,0
39,1,1 9 11 13 15 26,6 7 13 15 21 43 +8,2,13 15,0
39,2,12 14 15 25 39 45,6 7 13 15 21 43 +8,1,15,0
39,3,10 19 21 22 27 33,6 7 13 15 21 43 +8,1,21,0
39,4,1 4 8 18 20 37,6 7 13 15 21 43 +8,0,,0
39,5,1 19 24 26 27 30,6 7 13 15 21 43 +8,0,,0
39,6,3 4 8 10 36 43,6 7 13 15 21 43 +8,1,43,0
