반복번호,window_size,1등,2등,3등,4등,5등,2개맞음,1개맞음,0개맞음,총시행수,1등확률,2등확률,3등확률,4등확률,5등확률,2개맞은 확률,1개맞은 확률,0개 맞은 확률
1,86,0,0,0,7,102,835,2353,2113,5410,0.0,0.0,0.0,0.001293900184843,0.018853974121996,0.154343807763401,0.434935304990758,0.390573012939002
1,87,0,0,0,6,131,829,2311,2128,5405,0.0,0.0,0.0,0.001110083256244,0.024236817761332,0.153376503237743,0.427567067530065,0.393709528214616
1,88,0,0,0,8,107,826,2274,2185,5400,0.0,0.0,0.0,0.001481481481481,0.019814814814815,0.152962962962963,0.421111111111111,0.40462962962963
1,89,0,0,0,4,131,846,2233,2181,5395,0.0,0.0,0.0,0.000741427247451,0.024281742354032,0.156811862835959,0.413901760889713,0.404263206672845
1,90,0,0,0,8,112,776,2312,2182,5390,0.0,0.0,0.0,0.001484230055659,0.020779220779221,0.143970315398887,0.428942486085343,0.404823747680891
1,91,0,0,0,10,106,821,2231,2217,5385,0.0,0.0,0.0,0.001857010213556,0.019684308263695,0.152460538532962,0.414298978644383,0.411699164345404
1,92,0,0,0,14,126,805,2200,2235,5380,0.0,0.0,0.0,0.002602230483271,0.023420074349442,0.149628252788104,0.408921933085502,0.41542750929368
1,93,0,0,0,10,127,876,2288,2074,5375,0.0,0.0,0.0,0.001860465116279,0.023627906976744,0.162976744186047,0.425674418604651,0.385860465116279
1,94,0,0,0,6,130,835,2257,2142,5370,0.0,0.0,0.0,0.001117318435754,0.024208566108007,0.155493482309125,0.420297951582868,0.398882681564246
1,95,0,0,0,11,134,766,2279,2175,5365,0.0,0.0,0.0,0.002050326188257,0.02497670083877,0.142777260018639,0.424790307548928,0.405405405405405
1,96,0,0,0,8,108,814,2282,2148,5360,0.0,0.0,0.0,0.001492537313433,0.020149253731343,0.151865671641791,0.425746268656716,0.400746268656716
1,97,0,0,2,11,113,774,2335,2120,5355,0.0,0.0,0.000373482726424,0.002054154995331,0.021101774042951,0.14453781512605,0.436041083099907,0.395891690009337
1,98,0,0,0,3,116,860,2238,2133,5350,0.0,0.0,0.0,0.000560747663551,0.021682242990654,0.160747663551402,0.418317757009346,0.398691588785047
1,99,0,0,0,7,122,827,2233,2156,5345,0.0,0.0,0.0,0.001309635173059,0.022825070159027,0.154724041159963,0.4177736202058,0.403367633302152
1,100,0,0,0,4,109,842,2228,2157,5340,0.0,0.0,0.0,0.000749063670412,0.020411985018727,0.157677902621723,0.417228464419476,0.403932584269663
1,101,0,0,0,3,112,821,2235,2164,5335,0.0,0.0,0.0,0.000562324273664,0.020993439550141,0.153889409559513,0.418931583880037,0.405623242736645
1,102,0,0,0,5,98,799,2298,2130,5330,0.0,0.0,0.0,0.00093808630394,0.018386491557223,0.149906191369606,0.431144465290807,0.399624765478424
1,103,0,0,0,12,113,845,2193,2162,5325,0.0,0.0,0.0,0.002253521126761,0.021220657276995,0.15868544600939,0.411830985915493,0.406009389671362
1,104,0,0,0,6,109,791,2266,2148,5320,0.0,0.0,0.0,0.001127819548872,0.020488721804511,0.148684210526316,0.42593984962406,0.403759398496241
1,105,0,0,0,5,130,813,2273,2094,5315,0.0,0.0,0.0,0.000940733772342,0.024459078080903,0.152963311382879,0.427657572906867,0.393979303857008
1,106,0,0,0,10,106,789,2275,2130,5310,0.0,0.0,0.0,0.001883239171375,0.019962335216573,0.148587570621469,0.428436911487759,0.401129943502825
1,107,0,0,0,11,107,805,2267,2115,5305,0.0,0.0,0.0,0.002073515551367,0.020169651272385,0.151743638077286,0.427332704995287,0.398680490103676
1,108,0,0,0,6,104,842,2194,2154,5300,0.0,0.0,0.0,0.001132075471698,0.019622641509434,0.158867924528302,0.413962264150943,0.406415094339623
1,109,0,0,0,11,120,823,2220,2121,5295,0.0,0.0,0.0,0.002077431539188,0.022662889518414,0.155429650613787,0.419263456090652,0.40056657223796
1,110,0,0,1,8,135,835,2165,2146,5290,0.0,0.0,0.000189035916824,0.001512287334594,0.025519848771267,0.157844990548204,0.409262759924386,0.405671077504726
1,111,0,0,1,6,128,800,2211,2139,5285,0.0,0.0,0.000189214758751,0.001135288552507,0.024219489120151,0.151371807000946,0.418353831598865,0.40473036896878
1,112,0,0,0,8,120,756,2226,2170,5280,0.0,0.0,0.0,0.001515151515152,0.022727272727273,0.143181818181818,0.421590909090909,0.410984848484849
1,113,0,0,0,7,100,822,2273,2073,5275,0.0,0.0,0.0,0.001327014218009,0.018957345971564,0.155829383886256,0.430900473933649,0.392985781990521
1,114,0,0,0,5,106,799,2307,2053,5270,0.0,0.0,0.0,0.000948766603416,0.02011385199241,0.151612903225806,0.437760910815939,0.389563567362429
1,115,0,0,0,8,122,740,2282,2113,5265,0.0,0.0,0.0,0.001519468186135,0.023171889838557,0.140550807217474,0.433428300094967,0.401329534662868
1,116,0,0,0,6,126,742,2289,2097,5260,0.0,0.0,0.0,0.001140684410646,0.023954372623574,0.14106463878327,0.435171102661597,0.398669201520913
1,117,0,0,0,3,143,828,2202,2079,5255,0.0,0.0,0.0,0.000570884871551,0.02721217887726,0.157564224548049,0.419029495718363,0.395623215984776
1,118,0,0,0,10,113,727,2218,2182,5250,0.0,0.0,0.0,0.001904761904762,0.02152380952381,0.13847619047619,0.42247619047619,0.415619047619048
1,119,0,0,0,6,109,795,2198,2137,5245,0.0,0.0,0.0,0.001143946615825,0.020781696854147,0.151572926596759,0.41906577693041,0.40743565300286
1,120,0,0,0,8,119,763,2209,2141,5240,0.0,0.0,0.0,0.001526717557252,0.022709923664122,0.145610687022901,0.421564885496183,0.408587786259542
1,121,0,0,0,8,114,766,2266,2081,5235,0.0,0.0,0.0,0.00152817574021,0.021776504297994,0.146322827125119,0.432855778414518,0.397516714422159
1,122,0,0,0,7,119,795,2221,2088,5230,0.0,0.0,0.0,0.001338432122371,0.022753346080306,0.152007648183556,0.424665391969407,0.399235181644359
1,123,0,0,1,9,133,773,2178,2131,5225,0.0,0.0,0.000191387559809,0.001722488038278,0.025454545454545,0.147942583732057,0.416842105263158,0.407846889952153
1,124,0,0,0,6,118,789,2222,2085,5220,0.0,0.0,0.0,0.001149425287356,0.022605363984674,0.151149425287356,0.425670498084291,0.399425287356322
1,125,0,0,0,10,118,742,2259,2086,5215,0.0,0.0,0.0,0.001917545541707,0.022627037392138,0.142281879194631,0.433173537871524,0.4
1,126,0,0,0,7,122,777,2245,2059,5210,0.0,0.0,0.0,0.001343570057582,0.02341650671785,0.149136276391555,0.430902111324376,0.395201535508637
1,127,0,0,0,7,118,740,2239,2101,5205,0.0,0.0,0.0,0.001344860710855,0.022670509125841,0.142170989433237,0.43016330451489,0.403650336215178
1,128,0,0,1,4,112,763,2200,2120,5200,0.0,0.0,0.000192307692308,0.000769230769231,0.021538461538462,0.146730769230769,0.423076923076923,0.407692307692308
1,129,0,0,0,4,128,825,2184,2054,5195,0.0,0.0,0.0,0.000769971126083,0.024639076034649,0.158806544754572,0.420404234841193,0.395380173243503
1,130,0,0,0,4,111,822,2120,2133,5190,0.0,0.0,0.0,0.000770712909441,0.021387283236994,0.158381502890173,0.408477842003854,0.410982658959538
1,131,0,0,0,3,116,781,2198,2087,5185,0.0,0.0,0.0,0.000578592092575,0.022372227579556,0.150626808100289,0.423915139826422,0.402507232401157
1,132,0,0,0,5,133,810,2214,2018,5180,0.0,0.0,0.0,0.000965250965251,0.025675675675676,0.156370656370656,0.427413127413127,0.38957528957529
1,133,0,0,0,10,107,812,2195,2051,5175,0.0,0.0,0.0,0.001932367149758,0.020676328502415,0.156908212560386,0.424154589371981,0.396328502415459
1,134,0,0,0,6,101,767,2248,2048,5170,0.0,0.0,0.0,0.001160541586074,0.019535783365571,0.148355899419729,0.434816247582205,0.396131528046422
1,135,0,0,0,14,118,769,2196,2068,5165,0.0,0.0,0.0,0.0027105517909,0.022846079380445,0.148886737657309,0.425169409486931,0.400387221684414
1,136,0,0,0,6,116,833,2184,2021,5160,0.0,0.0,0.0,0.001162790697674,0.022480620155039,0.161434108527132,0.423255813953488,0.391666666666667
1,137,0,0,0,7,124,792,2158,2074,5155,0.0,0.0,0.0,0.001357904946654,0.024054316197866,0.153637245392823,0.418622696411251,0.402327837051406
1,138,0,0,0,7,123,767,2190,2063,5150,0.0,0.0,0.0,0.001359223300971,0.023883495145631,0.148932038834951,0.425242718446602,0.400582524271845
1,139,0,0,0,5,130,771,2194,2045,5145,0.0,0.0,0.0,0.000971817298348,0.025267249757046,0.149854227405248,0.426433430515063,0.397473275024295
1,140,0,0,0,4,129,788,2119,2100,5140,0.0,0.0,0.0,0.000778210116732,0.025097276264591,0.153307392996109,0.412256809338521,0.408560311284047
1,141,0,0,0,9,107,751,2179,2089,5135,0.0,0.0,0.0,0.001752677702045,0.020837390457644,0.146251217137293,0.424342745861733,0.406815968841285
1,142,0,0,0,7,118,764,2160,2081,5130,0.0,0.0,0.0,0.001364522417154,0.023001949317739,0.148927875243665,0.421052631578947,0.405653021442495
1,143,0,0,0,11,126,798,2167,2023,5125,0.0,0.0,0.0,0.002146341463415,0.024585365853659,0.155707317073171,0.422829268292683,0.394731707317073
1,144,0,0,0,2,121,784,2142,2071,5120,0.0,0.0,0.0,0.000390625,0.0236328125,0.153125,0.418359375,0.4044921875
1,145,0,0,0,7,117,749,2176,2066,5115,0.0,0.0,0.0,0.001368523949169,0.022873900293255,0.146432062561095,0.425415444770283,0.403910068426197
1,146,0,0,1,7,113,779,2149,2061,5110,0.0,0.0,0.000195694716243,0.001369863013699,0.022113502935421,0.152446183953033,0.420547945205479,0.403326810176125
1,147,0,0,0,4,97,777,2197,2030,5105,0.0,0.0,0.0,0.000783545543585,0.019000979431929,0.152203721841332,0.430362389813908,0.397649363369246
1,148,0,0,0,8,116,763,2175,2038,5100,0.0,0.0,0.0,0.00156862745098,0.022745098039216,0.149607843137255,0.426470588235294,0.399607843137255
1,149,0,0,0,7,100,784,2110,2094,5095,0.0,0.0,0.0,0.001373895976447,0.019627085377821,0.15387634936212,0.414131501472031,0.41099116781158
1,150,0,0,0,7,93,745,2221,2024,5090,0.0,0.0,0.0,0.001375245579568,0.018271119842829,0.146365422396857,0.436345776031434,0.397642436149312
1,151,0,0,2,5,122,778,2092,2086,5085,0.0,0.0,0.00039331366765,0.000983284169125,0.023992133726647,0.152999016715831,0.411406096361849,0.410226155358899
1,152,0,0,0,7,112,740,2162,2059,5080,0.0,0.0,0.0,0.001377952755906,0.022047244094488,0.145669291338583,0.425590551181102,0.405314960629921
1,153,0,0,0,4,114,784,2152,2021,5075,0.0,0.0,0.0,0.000788177339901,0.022463054187192,0.15448275862069,0.424039408866995,0.398226600985222
1,154,0,0,0,9,119,790,2128,2024,5070,0.0,0.0,0.0,0.001775147928994,0.023471400394477,0.155818540433925,0.419723865877712,0.399211045364891
1,155,0,0,0,14,116,763,2114,2058,5065,0.0,0.0,0.0,0.002764067127345,0.022902270483712,0.150641658440276,0.417374136229023,0.406317867719645
1,156,0,0,1,9,113,744,2105,2088,5060,0.0,0.0,0.000197628458498,0.001778656126482,0.022332015810277,0.14703557312253,0.41600790513834,0.412648221343874
1,157,0,0,0,8,96,806,2170,1975,5055,0.0,0.0,0.0,0.001582591493571,0.018991097922849,0.15944609297725,0.429277942631058,0.390702274975272
1,158,0,0,0,3,108,766,2078,2095,5050,0.0,0.0,0.0,0.000594059405941,0.021386138613861,0.151683168316832,0.411485148514851,0.414851485148515
1,159,0,0,0,11,116,808,2131,1979,5045,0.0,0.0,0.0,0.002180376610505,0.022993062438057,0.1601585728444,0.422398414271556,0.392269573835481
1,160,0,0,0,3,101,767,2128,2041,5040,0.0,0.0,0.0,0.000595238095238,0.020039682539683,0.15218253968254,0.422222222222222,0.404960317460317
1,161,0,0,0,6,109,752,2161,2007,5035,0.0,0.0,0.0,0.001191658391261,0.021648460774578,0.1493545183714,0.429195630585899,0.398609731876862
1,162,0,0,0,7,119,786,2119,1999,5030,0.0,0.0,0.0,0.001391650099404,0.023658051689861,0.156262425447316,0.421272365805169,0.397415506958251
1,163,0,0,0,2,126,736,2221,1940,5025,0.0,0.0,0.0,0.000398009950249,0.025074626865672,0.146467661691542,0.441990049751244,0.386069651741294
1,164,0,0,1,6,139,726,2109,2039,5020,0.0,0.0,0.000199203187251,0.001195219123506,0.027689243027888,0.144621513944223,0.420119521912351,0.406175298804781
1,165,0,0,0,9,113,744,2132,2017,5015,0.0,0.0,0.0,0.001794616151545,0.022532402791625,0.148354935194417,0.425124626121635,0.402193419740778
1,166,0,0,0,8,101,805,2084,2012,5010,0.0,0.0,0.0,0.001596806387226,0.020159680638723,0.160678642714571,0.415968063872255,0.401596806387226
1,167,0,0,0,5,119,745,2116,2020,5005,0.0,0.0,0.0,0.000999000999001,0.023776223776224,0.148851148851149,0.422777222777223,0.403596403596404
1,168,0,0,0,5,98,765,2098,2034,5000,0.0,0.0,0.0,0.001,0.0196,0.153,0.4196,0.4068
1,169,0,0,0,4,103,742,2172,1974,4995,0.0,0.0,0.0,0.000800800800801,0.020620620620621,0.148548548548549,0.434834834834835,0.395195195195195
1,170,0,0,1,3,116,779,2071,2020,4990,0.0,0.0,0.000200400801603,0.00060120240481,0.023246492985972,0.156112224448898,0.41503006012024,0.404809619238477
1,171,0,0,0,4,115,680,2123,2063,4985,0.0,0.0,0.0,0.000802407221665,0.023069207622869,0.136409227683049,0.425877632898696,0.413841524573721
1,172,0,0,0,6,109,766,2133,1966,4980,0.0,0.0,0.0,0.001204819277108,0.021887550200803,0.153815261044177,0.428313253012048,0.394779116465863
1,173,0,0,0,9,126,760,2059,2021,4975,0.0,0.0,0.0,0.001809045226131,0.025326633165829,0.152763819095477,0.413869346733668,0.406231155778894
1,174,0,0,0,6,132,777,2144,1911,4970,0.0,0.0,0.0,0.001207243460765,0.026559356136821,0.156338028169014,0.431388329979879,0.384507042253521
1,175,0,0,0,4,123,758,2109,1971,4965,0.0,0.0,0.0,0.000805639476334,0.024773413897281,0.152668680765358,0.424773413897281,0.396978851963746
1,176,0,0,0,9,123,790,2060,1978,4960,0.0,0.0,0.0,0.001814516129032,0.024798387096774,0.159274193548387,0.415322580645161,0.398790322580645
1,177,0,0,0,7,101,733,2124,1990,4955,0.0,0.0,0.0,0.001412714429869,0.020383451059536,0.147931382441978,0.428657921291625,0.401614530776993
1,178,0,0,0,4,124,696,2118,2008,4950,0.0,0.0,0.0,0.000808080808081,0.025050505050505,0.140606060606061,0.427878787878788,0.405656565656566
